mean_return,MHK,WY,GPC,NUE,LH,FFIV,AMG,APA,GD,COST,DOV,KMX,NVDA,OXY,CHTR,MAC,SNI,PEG,MDT,FL,WU,ARE,ES,PXD,UNH,SEE,HSIC,MCO,HCA,LMT,DHI,AVGO,M,CB,DISCA,AXP,D,DLTR,CRM,CTXS,NEM,SRE,HBI,BXP,ETFC,CTAS,SBAC,TGT,TSN,ESS,ADP,PGR,LNT,MAS,EA,WYNN,MU,BEN,HIG,AAP,HCN,XRAY,AMAT,VMC,SBUX,PCAR,OMC,WEC,MET,RRC,CVX,EQT,MCHP,TSS,TPR,MPC,LB,MAR,ZTS,GWW,ADI,AEE,PDCO,DISH,PPG,FTI,RL,TROW,YUM,CBS,EMN,CMG,CAH,V,PAYX,AMP,TXT,PG,MKC,XEC
6.007538010014185081e-02,4.085114258526152398e-01,6.840323927421576578e-01,5.153201436404875047e-01,8.320435308248014250e-01,5.735667778713532394e-01,5.907837367588697486e-01,4.092205466761121846e-01,7.710871330821342795e-01,4.497927771635527039e-01,4.825038003053581104e-01,5.982328303221510213e-01,3.122393278070152989e-01,6.177536247608719222e-01,7.374803829660971921e-01,4.569915486671894400e-01,5.112138459463364537e-01,7.470618508198911822e-01,6.223376176856172393e-01,2.960125613214972806e-01,3.775186318561904453e-01,4.021416724268042642e-01,5.763395521533032362e-01,6.002762065200382136e-01,6.054355793226666727e-01,1.474982279974254684e+00,3.823393488386508943e-01,9.071187818035624240e-01,7.015004458793887565e-01,4.483428788239182117e-01,6.712967475576048226e-01,7.027425273955840712e-01,6.664619994395506453e-01,4.533864597636664273e-01,4.086840829283272525e-01,3.988892882566159592e-01,6.458733735161444889e-01,6.056792972348640225e-01,5.390787152264739923e-01,5.665000386256247022e-01,4.491713804025010415e-01,6.358541429312222215e-01,4.689313869102262888e-01,7.358865414335450383e-01,6.078820417400977449e-01,8.745843150137676547e-01,5.477274977420153457e-01,7.500184623649309712e-01,7.937161785597790509e-01,4.973762094390166144e-01,5.798127563697460518e-01,6.105446514108331391e-01,6.207903538147966360e-01,6.657151066733723033e-01,5.356542367891056200e-01,5.365138923369378032e-01,5.256401448309493407e-01,9.295712839708832886e-01,4.633159315292617042e-01,6.124750411775889969e-01,7.229830722889237782e-01,4.367647245648790810e-01,5.778503326752320035e-01,6.734954939235009430e-01,6.770304208027302373e-01,6.109599636616547258e-01,6.339489106607267832e-01,3.815737933439455332e-01,4.121861600778421453e-01,6.452658237430153321e-01,5.396576890587290176e-01,4.424542417254222482e-01,7.225163925190377645e-01,4.271844875688340926e-01,7.128741537159609676e-01,7.810709991305088140e-01,3.715206367112469654e-01,7.452886764633175343e-01,3.885279210318023368e-01,4.174517036327125563e-01,5.349754998191738053e-01,8.649508269885197720e-01,5.832960373688136357e-01,5.222814290431234685e-01,5.032188192974101915e-01,7.778403621087699449e-01,7.998222868509737848e-01,7.330457616627141793e-01,6.601475954192823625e-01,5.213265323018498876e-01,5.865116667021293972e-01,8.991943311255001792e-01,8.960889335308642734e-01,9.183248040123983547e-01,7.581243965326992518e-01,5.780838786009955266e-01,6.079541168380435678e-01,4.712645663569632881e-01,7.287866897666167576e-01,9.390151102355547286e-01,5.548566800519766362e-01
2.226406918337949306e-02,2.895333177635362465e-01,3.505532796292160636e-01,3.295845938217520921e-01,3.572768174062046498e-01,3.294833202862446631e-01,3.188195366555832688e-01,2.975317329539917122e-01,4.496639179543884257e-01,3.062381962610902786e-01,8.093880587810445837e-01,3.762704385567295362e-01,2.457574424434213478e-01,2.615130787916112864e-01,4.051336304571264701e-01,9.890990766674232493e-01,3.755473147463990191e-01,2.491980709201184752e-01,2.899331937864424447e-01,4.182325105350606087e-01,2.433108106291948514e-01,3.313630852960803286e-01,3.733363221603491766e-01,2.881678718988848753e-01,3.706531943954699537e-01,3.823393488386508943e-01,1.180219129374648679e+00,3.006623720503522335e-01,2.834114649046768908e-01,3.263782263564963260e-01,3.376533328763288155e-01,3.585754710862483763e-01,3.462327880923359857e-01,2.786829028850604240e-01,3.056682523910811966e-01,5.096454340861666932e-01,3.080945395014274557e-01,2.418874639448433117e-01,3.104002788210792341e-01,3.427644263302894179e-01,3.157246197532276311e-01,3.556743113920682875e-01,3.347013243583150111e-01,4.112332897252005681e-01,2.648395675502097646e-01,3.282354883245502397e-01,3.958062438568036301e-01,4.082005018292220178e-01,5.609100675374948386e-01,2.741805709415078285e-01,3.231091209645486906e-01,1.839048292261682427e-01,4.780127346636771080e-01,3.656471598182831628e-01,3.646335243517913605e-01,2.881547551227042758e-01,2.918170902231817521e-01,2.687386645563799026e-01,3.976435989498633417e-01,4.239964639028704352e-01,3.061070190130659729e-01,2.094104524150172952e-01,3.349749346573210884e-01,2.841884982538500637e-01,4.146172251876949488e-01,2.033535484118709491e-01,4.015910689824578883e-01,2.224126249265904742e-01,4.911109277931522410e-01,4.218208165159914036e-01,4.075675497741842457e-01,2.994979014275112039e-01,3.740218687278978327e-01,3.376427647013117150e-01,3.444310324336219420e-01,4.355298867531767759e-01,5.263812810446266699e-01,3.052334890808530710e-01,8.859217091587922033e-01,3.485421734539448924e-01,3.611201148510134740e-01,4.004706896488890444e-01,2.829949394897592341e-01,1.630607267060666388e-01,3.209432108466182543e-01,3.849991542535527445e-01,3.454479346423024455e-01,2.804316638503784320e-01,4.077335416843518856e-01,3.767367590263524524e-01,3.664147578133220007e-01,5.993935762163593584e-01,3.422980660410893661e-01,4.435987295759002413e-01,3.485793986087741825e-01,3.480928227704412903e-01,3.512160694528215221e-01,8.703509097346424639e-01,3.761138817237159593e-01,3.907109198219321788e-01,3.504798731222830699e-01
3.312735252409333003e-02,6.285594310046701549e-01,1.122145877706631989e+00,5.238518340832355458e-01,1.462751210572513560e+00,8.261117271127488282e-01,7.656031066813434593e-01,8.017088494396483744e-01,9.697076662403277814e-01,3.253246168787215509e-01,7.361929723028829420e-01,6.946274726247541054e-01,2.605133091476538043e-01,8.936123473514498983e-01,1.232113895796792535e+00,4.820036975678727575e-01,5.582388721005299148e-01,1.360887099986080484e+00,1.174093053723267444e+00,-1.727757347271903152e-02,6.825200677327342147e-01,4.060572359999485847e-01,8.105961213414260014e-01,7.703607034027211142e-01,7.250617465016213625e-01,9.071187818035624240e-01,3.006623720503522335e-01,7.262441190330243046e+00,1.581880259983372117e+00,3.255111911973950223e-01,8.130523828410465281e-01,8.078551591096698736e-01,8.426617149257006334e-01,6.863177603186610964e-01,5.011618696072581702e-01,1.379814612543061869e-01,1.331086091786018333e+00,1.878930800074452234e+00,4.988863655222917082e-01,7.802670319968402213e-01,6.364282840639231553e-01,8.394993034107904872e-01,3.166967468092242721e-01,1.039933898273475155e+00,2.468417070947028336e+00,1.543038444355042449e+00,6.423835285662671257e-01,8.680585823437395598e-01,1.252341213419290611e+00,2.493061962737237458e+00,8.237462571776736908e-01,1.841055840109445452e+00,7.698425070564522965e-01,9.125844671219147664e-01,4.020698603068720289e-01,6.131263834298370519e-01,6.023256122096238840e-01,4.057257721600101341e+00,7.655602496512495803e-01,7.741882222252649548e-01,1.034020824107579006e+00,4.877234812752023196e-01,7.908506080772034208e-01,1.097081937696495535e+00,7.857662626159481745e-01,2.596515136338626295e+00,1.407671741650311281e+00,6.621559112918211643e-01,4.197390587595216660e-01,6.485602291523603347e-01,4.772592058662711856e-01,6.423343128076058894e-01,8.683917488611250235e-01,3.467974283440777294e-01,1.531059444719016227e+00,1.226150621356438597e+00,3.149609356825034401e-01,1.331046796490954476e+00,3.609107057335520508e-01,4.483547306220939110e-01,7.342877747683951295e-01,1.121355599030819716e+00,7.095909645291650358e-01,1.095592944246949640e+00,6.497914461529318286e-01,1.369563996969226150e+00,7.147765248940846083e-01,1.306270615240499477e+00,9.393325649486602424e-01,4.761635899407047345e-01,1.046868423211918753e+00,1.723585190566027769e+00,1.589258603665842040e+00,1.470068859817542428e+00,1.102277605011523054e+00,6.708048878687795646e-01,3.638768959760638189e-01,7.102352392767953271e-01,1.216169809864711571e+00,1.024229984724232212e+00,7.153606260457665567e-01
3.668667266435506058e-02,4.571975587461190593e-01,8.479644205247089950e-01,6.368460471912539278e-01,9.012709571615512560e-01,5.991138743364164965e-01,6.819002026782083892e-01,7.095531453643690867e-01,8.841665776694491719e-01,5.177123302648816150e-01,4.765914056440893054e-01,6.262537068902604975e-01,3.553982818564128676e-01,7.893038842791967324e-01,9.378384357454999654e-01,3.568426367076311112e-01,5.238391345297582768e-01,1.101902979745379874e+00,9.695133163012705779e-01,1.449714789478665500e-01,6.073201744882364972e-01,3.226576808680080011e-01,7.000915277592603125e-01,6.219566649467339614e-01,6.260337856111239940e-01,7.015004458793887565e-01,2.834114649046768908e-01,1.581880259983372117e+00,2.300596894007617355e+00,3.482095589956514803e-01,8.715888256706419979e-01,7.248639903509541682e-01,8.616603475358608488e-01,5.138990974964012803e-01,4.359431687739133698e-01,2.177029662294865664e-01,1.117840386963898647e+00,1.105951884333365998e+00,5.613863688965510246e-01,7.648695985397507835e-01,4.466946248096675953e-01,7.246583961965514797e-01,3.761926779631866169e-01,1.055311164085913855e+00,9.288828593816963464e-01,1.108916505196866353e+00,4.643115895132070570e-01,6.919792627965640763e-01,1.024631096020556020e+00,9.810175846865688554e-01,6.639371798095552446e-01,1.049338791818345884e+00,5.057225460789915861e-01,8.091949502936139904e-01,4.617794766745225155e-01,5.732079993400316376e-01,5.710827955200642458e-01,1.380018592887971796e+00,5.733083988984118973e-01,5.334363819132755813e-01,8.583686199996277688e-01,5.845648968258092548e-01,6.883797071199874162e-01,1.006171482760312319e+00,7.473013982934505472e-01,1.386902431779563738e+00,1.022420394115117537e+00,6.280524380419347796e-01,3.071835173358181126e-01,5.813081248266559475e-01,4.624331970839061223e-01,5.875143096674471099e-01,7.257635546139926674e-01,3.683895214318501643e-01,1.216180746031295890e+00,1.054861249995700190e+00,2.020213120437909515e-01,1.163373536318622170e+00,2.978252065617734146e-01,4.191668598595429951e-01,5.636818661233580219e-01,9.101143261132155216e-01,7.033952949699774360e-01,8.807706156372465678e-01,6.417615204186292166e-01,1.100485734823139383e+00,1.001471871174494543e+00,1.105141561915525594e+00,8.822338999370654689e-01,5.635611484110935043e-01,8.700562449312152502e-01,1.239723214958623254e+00,1.226421173450501945e+00,1.294557251713028379e+00,1.035173375478799507e+00,6.779685435942667260e-01,3.851687563020392835e-01,5.197835735807537771e-01,9.618970575127984146e-01,9.114569838937977009e-01,5.704845528258357668e-01
1.015259354724237784e-02,2.542784596543013476e-01,3.307814664077017297e-01,2.797237814516003729e-01,3.956994383452474562e-01,2.343139245913826163e-01,2.881981315363678631e-01,3.101122627914116858e-01,4.502248926746266755e-01,3.654309215046817050e-01,4.330282930444280254e-01,4.025336166524904336e-01,1.956652657738967016e-01,3.340284735209077538e-01,3.689636248115734651e-01,3.324809207248525245e-01,3.585229262435151165e-01,3.394314570579821111e-01,2.856913237835083663e-01,3.067596023542078498e-01,2.274119599459402397e-01,4.376444498883431122e-01,3.534239713070143063e-01,2.906115826715583994e-01,3.490186340580379576e-01,4.483428788239182117e-01,3.263782263564963260e-01,3.255111911973950223e-01,3.482095589956514803e-01,7.996290153900396103e-01,3.630576641545639194e-01,4.126935580334595288e-01,3.737528421060836159e-01,2.804896957556266557e-01,3.846788371948350882e-01,3.487587474988989578e-01,3.718074911565815710e-01,2.969342245279134596e-01,3.213270798283373031e-01,3.188265327686080619e-01,2.478815423085042879e-01,3.826047744720414423e-01,4.760153226848938823e-01,4.242448533895009088e-01,3.285044849870925598e-01,3.578407251638964226e-01,3.423792278878422524e-01,3.546556918826974658e-01,4.654740574793213570e-01,2.657687858571443629e-01,3.569330408478192940e-01,1.857942273415216505e-01,3.782566371325044030e-01,3.715416742557332008e-01,4.661157989576598659e-01,3.871836307062127558e-01,2.261790880501688694e-01,3.350027398450191041e-01,3.680140655799415406e-01,5.138533448693924921e-01,4.029798602639980687e-01,2.969326088541529018e-01,2.817711772838328854e-01,3.520179036511939530e-01,3.754381419944645693e-01,3.152496416407637447e-01,3.753920753767109875e-01,2.601335841512155689e-01,3.442184993041648156e-01,3.531588706380742182e-01,5.953750489343783148e-01,3.295631204359937283e-01,3.101076580913033620e-01,4.248539486141313382e-01,4.081751308875353201e-01,3.847511687521434354e-01,3.212510077803005792e-01,3.857219492074313028e-01,2.944563300517063498e-01,3.642170922256894317e-01,3.496149486296975528e-01,3.735928916938061062e-01,3.373141176658796536e-01,1.887249462130354272e-01,3.204305902323755229e-01,3.403994682114460657e-01,4.082015603212224009e-01,3.426156699724682841e-01,3.555157607395146302e-01,3.568346655458285444e-01,3.510423782654016889e-01,4.417662933626576582e-01,4.075971189447882281e-01,4.850990364043154535e-01,3.410479370219770545e-01,3.796341753898591631e-01,4.780410756458228216e-01,3.822113787705201937e-01,3.603555391285174769e-01,2.984153827650676272e-01,3.686501512970438155e-01
1.295681309165374051e-01,3.926484700525080251e-01,6.903257913829622394e-01,5.157850431671083813e-01,6.819508981745903142e-01,4.951816644851825822e-01,5.789996954957705722e-01,6.428161574813547885e-01,8.081796722880852935e-01,4.909769899039859720e-01,4.816366725153699013e-01,6.214686341493448341e-01,3.242185196255826241e-01,6.857708836634255345e-01,7.506502165272350702e-01,3.936230389263468132e-01,4.813246509935569795e-01,9.155924209385495338e-01,7.790224018922834448e-01,2.036108823384543409e-01,5.319900066720472109e-01,3.131110000005392080e-01,5.852995411565014017e-01,5.846268427254620592e-01,6.102755105053191409e-01,6.712967475576048226e-01,3.376533328763288155e-01,8.130523828410465281e-01,8.715888256706419979e-01,3.630576641545639194e-01,1.822737461388025171e+00,6.910148349855965710e-01,7.751123491834864820e-01,4.852353286266783416e-01,4.559834776697541669e-01,3.068413360527190159e-01,7.942742541656780952e-01,7.349866309332793168e-01,5.156749012530741361e-01,6.273325869300676594e-01,4.760952347763732773e-01,6.254359859855130876e-01,3.745185448373011261e-01,6.265204626952483036e-01,5.557084229405790943e-01,7.714022292730525754e-01,4.702477556892040167e-01,7.115507145835938685e-01,8.226911379850198047e-01,4.559120569485441976e-01,6.065936639716205114e-01,6.965059704934394302e-01,5.494689985280524214e-01,6.395461561937406669e-01,4.402652703754438845e-01,6.015699929133411228e-01,7.020980845697387673e-01,7.291626010048237738e-01,4.839998629526017226e-01,4.773206477700735473e-01,7.299807482125387770e-01,4.852881707573413195e-01,5.929907257134428011e-01,7.573255177806924587e-01,6.552643393067056898e-01,6.982580713348464085e-01,7.364356317001912178e-01,5.166818843517326787e-01,3.207315743148897447e-01,7.135619662509442573e-01,4.859757253868121629e-01,4.385188243265285557e-01,5.991945360812859223e-01,3.582059397046454263e-01,9.031622038759984372e-01,8.368647411052696494e-01,2.584190815644327732e-01,9.084101554566952341e-01,3.363019381035958766e-01,3.865981690789484504e-01,5.655303016796542348e-01,7.196063312950508051e-01,7.536746085479565371e-01,5.396159903310285832e-01,5.462757021479667241e-01,8.522658000875126261e-01,9.686607272000692381e-01,8.814539373187127991e-01,7.866197264671491718e-01,5.369093041628020258e-01,7.268596406084382178e-01,1.030844245134206139e+00,1.002043065185041160e+00,1.039941955806675589e+00,8.271333781943674968e-01,5.831595625584956588e-01,3.709620777903196998e-01,5.284549576126276182e-01,8.235243493033401752e-01,9.160964706664737056e-01,5.658823039733833493e-01
9.633634680178718157e-02,4.538186794703857885e-01,7.756462408181586943e-01,5.385024596118767048e-01,8.761330309600079413e-01,5.017156638477353603e-01,6.566920028814440258e-01,6.084778491847739890e-01,9.188853292792845684e-01,4.915884873564047020e-01,4.490529976643580778e-01,6.617653211465682750e-01,4.291408757998840251e-01,6.590915442169993366e-01,6.941496148517432019e-01,5.023338978730452764e-01,5.166434343883169467e-01,8.338809433545679717e-01,6.996451775362055869e-01,1.935112563191515589e-01,6.080935485207570323e-01,3.357760983558502610e-01,6.022814100229311185e-01,7.333778385592436555e-01,6.328038751644784465e-01,7.027425273955840712e-01,3.585754710862483763e-01,8.078551591096698736e-01,7.248639903509541682e-01,4.126935580334595288e-01,6.910148349855965710e-01,1.625377335108626697e+00,7.148197057326264314e-01,6.273799202989798207e-01,5.007295679860175319e-01,3.074059523867929133e-01,6.344210229269532375e-01,5.813497815008266123e-01,5.551435336948066235e-01,6.823609102990337849e-01,4.367217279248808426e-01,6.354204547868903541e-01,4.323374846577848207e-01,7.289179540666840262e-01,5.640192561131522897e-01,7.787696465132315504e-01,6.084524580008727757e-01,9.880830895610963616e-01,7.922214102398340563e-01,5.572725423372569820e-01,6.109166818767827190e-01,5.739515781890593971e-01,4.597062355392393385e-01,6.932607629997534771e-01,4.470807410539698323e-01,6.521306399919029051e-01,6.237463230740372122e-01,7.966043160230563691e-01,5.361428692196725798e-01,5.918967283443611338e-01,7.975361592839901315e-01,5.579123405444810224e-01,6.189108836733195895e-01,7.282033312614561993e-01,7.901388104488694664e-01,5.344056206626514038e-01,6.205426759816522475e-01,5.270052709208270514e-01,3.650216813834103458e-01,8.097585032470558941e-01,5.211940833166143205e-01,5.331478823721068627e-01,6.529166385812211759e-01,3.525469216255180949e-01,7.192300026488227527e-01,8.822905407038074133e-01,2.847270295874858581e-01,7.075748329457697272e-01,3.878617123233431552e-01,4.408311882962964723e-01,7.122170592155321334e-01,7.980553398840078971e-01,5.527262985948961926e-01,5.378419591020476842e-01,5.331714243402314590e-01,7.809411969822600552e-01,9.796101519854214512e-01,7.991192153073186644e-01,6.912486931478790675e-01,5.661839322882190606e-01,6.747830381722349502e-01,1.033735154172745974e+00,8.504004102893902850e-01,1.067352718819101876e+00,7.791804386260252624e-01,5.801998500003944237e-01,4.942592507054407447e-01,4.850693122125130929e-01,8.180652200097734417e-01,1.268440636716228642e+00,8.150680737621536220e-01
6.610208919922398729e-02,4.694390288843304226e-01,6.852779530038711764e-01,5.374970757090699047e-01,7.821522753038310238e-01,4.489976028826870302e-01,6.003439508739292219e-01,5.231310986692948584e-01,7.882420060288549690e-01,5.252865638799085746e-01,4.588449083398054573e-01,6.040827322295528878e-01,3.617233795081811198e-01,7.143937192281554216e-01,7.714781733183059265e-01,4.082219823569748218e-01,5.249967831574058330e-01,8.457414371039607692e-01,7.127799379558878989e-01,2.378640402512058605e-01,5.147903067405641409e-01,3.930512287349685607e-01,6.550900912089557826e-01,5.765090986991073807e-01,5.809293884133908126e-01,6.664619994395506453e-01,3.462327880923359857e-01,8.426617149257006334e-01,8.616603475358608488e-01,3.737528421060836159e-01,7.751123491834864820e-01,7.148197057326264314e-01,1.095671826515432379e+00,4.808500365116832875e-01,4.724150150409562321e-01,3.369358783599138984e-01,8.150204818118970129e-01,6.790289902758055440e-01,5.262614462216639311e-01,6.373562370021158552e-01,4.261240444409990502e-01,6.416495290677627361e-01,3.767349876490264649e-01,7.884129297108605217e-01,6.204217255264949937e-01,7.731392441045655817e-01,5.429445351505494122e-01,7.143283630187802213e-01,8.212031346418769973e-01,6.182176026073420427e-01,6.118125895531278946e-01,6.937554926421480861e-01,5.247293411931557294e-01,6.932864575787354156e-01,4.634627718503110949e-01,5.770538824133477629e-01,6.046767469578663290e-01,8.374728264136426237e-01,5.975245671805357039e-01,5.381736226319742133e-01,7.723755517259841552e-01,5.534550400187357999e-01,5.899866805006007686e-01,7.860647635423526625e-01,6.986575056392106964e-01,6.738480938864231939e-01,7.016801522769774424e-01,4.854157797126611440e-01,3.622776855152154973e-01,6.701779060029193769e-01,4.647769313513148703e-01,4.913461107709143905e-01,6.674858562600495260e-01,3.747162537558705875e-01,8.986034802515769915e-01,9.063548094992884829e-01,3.105715885985704250e-01,8.753894572053343426e-01,3.668884257599966392e-01,4.174543740731594954e-01,5.805000285494069656e-01,8.163839789792886048e-01,7.480061145781877752e-01,5.473422763236138744e-01,5.236654785879047980e-01,8.611648539403145008e-01,8.748449669719688959e-01,8.085884677106692786e-01,7.170048801918977865e-01,5.862670774509560756e-01,7.518882870077089331e-01,9.727795774242398164e-01,9.469264775769136167e-01,1.011687064505491396e+00,8.745798638754581633e-01,5.875262749717043986e-01,4.375214019843625679e-01,4.841744566018552631e-01,8.473316437262209400e-01,8.544774988592136467e-01,6.252615471969449334e-01
7.392659127293035870e-02,3.594285097600455336e-01,6.641658117548997486e-01,4.050029744698271927e-01,6.578635968250829968e-01,7.833333273468330304e-01,4.652104792716999504e-01,7.465391531601416331e-01,7.011816557465661015e-01,5.250208411502786943e-01,3.283064918965161727e-01,5.022874195757318638e-01,3.320366191194910055e-01,4.700074287137409046e-01,5.496256554883595102e-01,3.737862228046369695e-01,3.847590434706839591e-01,6.433056159064831636e-01,6.470452866871085895e-01,1.547001216425200887e-01,7.246096929510424944e-01,2.779579797754235804e-01,5.265448378010451069e-01,7.466413419923610961e-01,5.961724504842926819e-01,4.533864597636664273e-01,2.786829028850604240e-01,6.863177603186610964e-01,5.138990974964012803e-01,2.804896957556266557e-01,4.852353286266783416e-01,6.273799202989798207e-01,4.808500365116832875e-01,2.000009944362057812e+00,4.324399428806511292e-01,1.829652653143359620e-01,4.604357695036271902e-01,5.333453203966146416e-01,5.394193623734048204e-01,5.575808998896397695e-01,4.090255525012782001e-01,5.975795989264524044e-01,3.074208016034750135e-01,6.645266968298799704e-01,4.602357342014427033e-01,5.461383536486666967e-01,5.365048020997980061e-01,6.352129507738172309e-01,6.593344925628661368e-01,5.485119742303515844e-01,4.222724524913264443e-01,6.373572386760910646e-01,2.592545240606182189e-01,5.635756742921939066e-01,3.349454107692186877e-01,6.688920328468526133e-01,4.915979020836183100e-01,5.989460357305115279e-01,4.243652606140027594e-01,4.033467720524174238e-01,6.107714246703115357e-01,4.089427026325442860e-01,4.420378872014513183e-01,5.718886495586551488e-01,7.200976631577079567e-01,4.210772357340460403e-01,5.196272601323419504e-01,5.377424785426432319e-01,2.344739761163039671e-01,5.717614656069092138e-01,3.514981454747273526e-01,5.729594612083525051e-01,5.700720570948584198e-01,2.946396594806129365e-01,5.626635986616780327e-01,6.455634791527142813e-01,1.997205803508351196e-01,5.205324811653764261e-01,3.032486563040335814e-01,3.170534223022545284e-01,5.047692262119536366e-01,5.305482010075308619e-01,4.367144669162142390e-01,3.157808540319084756e-01,4.311590058294035854e-01,6.419036351087852310e-01,7.852777014868113081e-01,6.243217040957694808e-01,4.780924998333172526e-01,4.626246152873914608e-01,5.205780447867498495e-01,9.347793634289215392e-01,6.946642841079972985e-01,7.898969271372767720e-01,5.945384006265078680e-01,4.238345097947986972e-01,3.575444437104763340e-01,3.695476257228914041e-01,6.209616490399896271e-01,1.231395421847391480e+00,5.649543873853155596e-01
4.814345702266781962e-02,3.080235825632750557e-01,4.600335663300052502e-01,3.504593300584545879e-01,4.404698603726041606e-01,4.515544857724468897e-01,3.892750930504578211e-01,5.196722395578821097e-01,5.367793119882788844e-01,5.106382333698479270e-01,3.577178264311448030e-01,4.985353741853699727e-01,2.696251311900085268e-01,4.288009252461226217e-01,4.778429714668062100e-01,3.136822037787214690e-01,3.769286138897628424e-01,4.755968603563748842e-01,3.901877430338106523e-01,2.475245160211630713e-01,4.029453577255687202e-01,3.443873432454421235e-01,3.502999074112613243e-01,5.317525885014773301e-01,4.660981915974283796e-01,4.086840829283272525e-01,3.056682523910811966e-01,5.011618696072581702e-01,4.359431687739133698e-01,3.846788371948350882e-01,4.559834776697541669e-01,5.007295679860175319e-01,4.724150150409562321e-01,4.324399428806511292e-01,8.106971951810632016e-01,3.124378665264055388e-01,4.300463854404373287e-01,3.409862415037738792e-01,4.534880270309228911e-01,4.287993208022717884e-01,3.380718465510234583e-01,4.247891644803510336e-01,3.179690274032604402e-01,4.778858372690982792e-01,3.846477138424801989e-01,4.240037320264806175e-01,5.073832469398477096e-01,5.076087064277476912e-01,4.972847148297965814e-01,3.224345923179468554e-01,4.119728228886740395e-01,3.070768878425986226e-01,3.357334920187902694e-01,4.240550464507210071e-01,3.707479272603703135e-01,5.744709794793921853e-01,3.580082610559435774e-01,4.942472472140178041e-01,3.861872834048807324e-01,4.545218143176172343e-01,4.581261686426779112e-01,3.693400546150786834e-01,3.947120862828106258e-01,4.515076972940769151e-01,5.592527968467023713e-01,2.938498814109841151e-01,3.739161804377058029e-01,3.899284386334017083e-01,2.937523999864617430e-01,4.748985112698419497e-01,4.241562358232196517e-01,5.034606442052188546e-01,4.171457585830686821e-01,3.227832042712520111e-01,4.999038984393781027e-01,5.064448811749081569e-01,3.272417626695462989e-01,4.545794939977342297e-01,3.040826721545438205e-01,3.412437281263456801e-01,3.940489272148591793e-01,4.493745299664334003e-01,3.891614455315434706e-01,2.430447474787949258e-01,3.974676398162669266e-01,4.503051150941315139e-01,4.693304044035416234e-01,4.669935426493121433e-01,4.265211655330707896e-01,4.135585278128265929e-01,4.380224108606413091e-01,3.884367419239078134e-01,4.555448883924665959e-01,6.293143557116244180e-01,4.564606378337295878e-01,4.113141551022011511e-01,3.109945196706593862e-01,3.640837853590334072e-01,4.702378128075817010e-01,6.373322452474011746e-01,4.418656674559605091e-01
2.854420062852865148e-02,2.494005937904402170e-01,2.266390380677011651e-01,2.571322709672108631e-01,3.397442193566824753e-01,2.113919241294584805e-01,2.472826041109028594e-01,1.389050554405628912e-01,2.941751805612043413e-01,2.583175637937041302e-01,6.262538075070868127e-01,3.698532726730224263e-01,2.330956725575026867e-01,2.719677296719426041e-01,2.817722983708429996e-01,5.769069030722426827e-01,3.273953636939429535e-01,2.623908252193683788e-02,2.082584371203059226e-01,7.528718101095525084e-01,1.685470130695255198e-01,4.244796830601058613e-01,2.551810415156048895e-01,2.706991198527984865e-01,3.652459444800308930e-01,3.988892882566159592e-01,5.096454340861666932e-01,1.379814612543061869e-01,2.177029662294865664e-01,3.487587474988989578e-01,3.068413360527190159e-01,3.074059523867929133e-01,3.369358783599138984e-01,1.829652653143359620e-01,3.124378665264055388e-01,1.073592500645392356e+00,2.697406011323529307e-01,1.047260757443273377e-01,2.638653788302028347e-01,1.966920761425422770e-01,2.277016507960279990e-01,2.883569161161105288e-01,3.897808637402447873e-01,2.663389477429765062e-01,2.436979473556241393e-01,2.292550536134790040e-01,3.685879356928695172e-01,3.765394736927868413e-01,4.052896409750562090e-01,2.450563615885219260e-01,2.444642865076358806e-01,-8.081851931828870281e-03,7.927474674317510628e-01,2.883985615191195784e-01,4.597594928211190535e-01,2.588634303049549557e-01,1.991218155298180581e-01,1.569993710445557189e-01,3.051523075282326913e-01,4.092233582284836579e-01,1.991602485971777081e-01,9.711396852715811767e-02,2.575087628471172674e-01,9.215877370069845698e-02,3.204355500757214426e-01,8.824460467809223940e-02,2.124074389267401053e-01,1.267624219805817132e-01,8.078040397913357484e-01,3.015995916574761848e-01,4.457042655847390233e-01,2.182523182657201133e-01,2.760192217453747432e-01,3.909477842185472007e-01,2.437770691561476077e-01,3.421014595504917599e-01,7.994291303427693007e-01,2.649907142996260623e-01,5.457272620398093688e-01,3.002477385499059959e-01,2.893629304845138916e-01,3.086676226307361603e-01,2.986773177077953201e-01,1.654701722660202878e-01,2.563347099165774745e-01,2.163850354718515889e-01,1.790109630988671874e-01,6.620221502387345358e-02,3.127450088170391496e-01,3.049676419500257918e-01,2.908227038653054541e-01,2.640012428849688453e-01,1.997222812753370325e-01,2.689884023518715472e-01,2.927109680264228242e-01,3.373576202493273057e-01,4.280585638430211004e-01,5.390902675654392073e-01,3.022176859649524649e-01,1.978979760458446924e-01,2.861375370272616903e-01
