,Date,Open,High,Low,Close
167,10/08/2013,1676.22,1676.79,1655.03,1655.45
168,10/09/2013,1656.99,1662.47,1646.47,1656.40
169,10/10/2013,1660.88,1692.56,1660.88,1692.56
170,10/11/2013,1691.09,1703.44,1688.52,1703.20
171,10/14/2013,1699.86,1711.03,1692.13,1710.14
172,10/15/2013,1709.17,1711.57,1695.93,1698.06
173,10/16/2013,1700.49,1721.76,1700.49,1721.54
174,10/17/2013,1720.17,1733.45,1714.12,1733.15
175,10/18/2013,1736.72,1745.31,1735.74,1744.50
176,10/21/2013,1745.20,1747.79,1740.67,1744.66
177,10/22/2013,1746.48,1759.33,1746.48,1754.67
178,10/23/2013,1752.27,1752.27,1740.50,1746.38
179,10/24/2013,1747.48,1753.94,1745.50,1752.07
180,10/25/2013,1756.01,1759.82,1752.45,1759.77
181,10/28/2013,1759.42,1764.99,1757.67,1762.11
182,10/29/2013,1762.93,1772.09,1762.93,1771.95
183,10/30/2013,1772.27,1775.22,1757.24,1763.31
184,10/31/2013,1763.24,1768.53,1755.72,1756.54
185,11/01/2013,1758.70,1765.67,1752.70,1761.64
186,11/04/2013,1763.40,1768.78,1761.56,1767.93
187,11/05/2013,1765.67,1767.03,1755.76,1762.97
188,11/06/2013,1765.00,1773.74,1764.40,1770.49
189,11/07/2013,1770.74,1774.54,1746.20,1747.15
190,11/08/2013,1748.37,1770.78,1747.63,1770.61
191,11/11/2013,1769.96,1773.44,1767.85,1771.89
192,11/12/2013,1769.51,1771.78,1762.29,1767.69
193,11/13/2013,1764.37,1782.00,1760.64,1782.00
194,11/14/2013,1782.75,1791.53,1780.22,1790.62
195,11/15/2013,1790.66,1798.22,1790.66,1798.18
196,11/18/2013,1798.82,1802.33,1788.00,1791.53
197,11/19/2013,1790.79,1795.51,1784.72,1787.87
198,11/20/2013,1789.59,1795.73,1777.23,1781.37
199,11/21/2013,1783.52,1797.16,1783.52,1795.85
200,11/22/2013,1797.21,1804.84,1794.70,1804.76
201,11/25/2013,1806.33,1808.10,1800.58,1802.48
202,11/26/2013,1802.87,1808.42,1800.77,1802.75
203,11/27/2013,1803.48,1808.27,1802.77,1807.23
204,11/29/2013,1808.69,1813.55,1803.98,1805.81
205,12/02/2013,1806.55,1810.02,1798.60,1800.90
206,12/03/2013,1800.10,1800.10,1787.85,1795.15
207,12/04/2013,1793.15,1799.80,1779.09,1792.81
208,12/05/2013,1792.82,1792.82,1783.38,1785.03
209,12/06/2013,1788.36,1806.04,1788.36,1805.09
210,12/09/2013,1806.21,1811.52,1806.21,1808.37
211,12/10/2013,1807.60,1808.52,1801.75,1802.62
212,12/11/2013,1802.76,1802.97,1780.09,1782.22
213,12/12/2013,1781.71,1782.99,1772.28,1775.50
214,12/13/2013,1777.98,1780.92,1772.45,1775.32
215,12/16/2013,1777.48,1792.22,1777.48,1786.54
216,12/17/2013,1786.47,1786.77,1777.05,1781.00
217,12/18/2013,1781.46,1811.08,1767.99,1810.65
218,12/19/2013,1809.00,1810.88,1801.35,1809.60
219,12/20/2013,1810.39,1823.75,1810.25,1818.32
220,12/23/2013,1822.92,1829.75,1822.92,1827.99
221,12/24/2013,1828.02,1833.32,1828.02,1833.32
222,12/26/2013,1834.96,1842.84,1834.96,1842.02
223,12/27/2013,1842.97,1844.89,1839.81,1841.40
224,12/30/2013,1841.47,1842.47,1838.77,1841.07
225,12/31/2013,1842.61,1849.44,1842.41,1848.36
226,01/02/2014,1845.86,1845.86,1827.74,1831.98
227,01/03/2014,1833.21,1838.24,1829.13,1831.37
228,01/06/2014,1832.31,1837.16,1823.73,1826.77
229,01/07/2014,1828.71,1840.10,1828.71,1837.88
230,01/08/2014,1837.90,1840.02,1831.40,1837.49
231,01/09/2014,1839.00,1843.23,1830.38,1838.13
232,01/10/2014,1840.06,1843.15,1832.43,1842.37
233,01/13/2014,1841.26,1843.45,1815.52,1819.20
234,01/14/2014,1821.36,1839.26,1821.36,1838.88
235,01/15/2014,1840.52,1850.84,1840.52,1848.38
236,01/16/2014,1847.99,1847.99,1840.30,1845.89
237,01/17/2014,1844.23,1846.04,1835.23,1838.70
238,01/21/2014,1841.05,1849.31,1832.38,1843.80
239,01/22/2014,1844.71,1846.87,1840.88,1844.86
240,01/23/2014,1842.29,1842.29,1820.06,1828.46
241,01/24/2014,1826.96,1826.96,1790.29,1790.29
242,01/27/2014,1791.03,1795.98,1772.88,1781.56
243,01/28/2014,1783.00,1793.87,1779.49,1792.50
244,01/29/2014,1790.15,1790.15,1770.45,1774.20
245,01/30/2014,1777.17,1798.77,1777.17,1794.19
246,01/31/2014,1790.88,1793.88,1772.26,1782.59
247,02/03/2014,1782.68,1784.83,1739.66,1741.89
248,02/04/2014,1743.82,1758.73,1743.82,1755.20
249,02/05/2014,1753.38,1755.79,1737.92,1751.64
250,02/06/2014,1752.99,1774.06,1752.99,1773.43
251,02/07/2014,1776.01,1798.03,1776.01,1797.02
252,02/10/2014,1796.20,1799.94,1791.83,1799.84
253,02/11/2014,1800.45,1823.54,1800.41,1819.75
254,02/12/2014,1820.12,1826.55,1815.97,1819.26
255,02/13/2014,1814.82,1830.25,1809.22,1829.83
256,02/14/2014,1828.46,1841.65,1825.59,1838.63
257,02/18/2014,1839.03,1842.87,1835.01,1840.76
258,02/19/2014,1838.90,1847.50,1826.99,1828.75
259,02/20/2014,1829.24,1842.79,1824.58,1839.78
260,02/21/2014,1841.07,1846.13,1835.60,1836.25
261,02/24/2014,1836.78,1858.71,1836.78,1847.61
262,02/25/2014,1847.66,1852.91,1840.19,1845.12
263,02/26/2014,1845.79,1852.65,1840.66,1845.16
264,02/27/2014,1844.90,1854.53,1841.13,1854.29
265,02/28/2014,1855.12,1867.92,1847.67,1859.45
266,03/03/2014,1857.68,1857.68,1834.44,1845.73
267,03/04/2014,1849.23,1876.23,1849.23,1873.91
268,03/05/2014,1874.05,1876.53,1871.11,1873.81
269,03/06/2014,1874.18,1881.94,1874.18,1877.03
270,03/07/2014,1878.52,1883.57,1870.56,1878.04
271,03/10/2014,1877.86,1877.87,1867.04,1877.17
272,03/11/2014,1878.26,1882.35,1863.88,1867.63
273,03/12/2014,1866.15,1868.38,1854.38,1868.20
274,03/13/2014,1869.06,1874.40,1841.86,1846.34
275,03/14/2014,1845.07,1852.44,1839.57,1841.13
276,03/17/2014,1842.81,1862.30,1842.81,1858.83
277,03/18/2014,1858.92,1873.76,1858.92,1872.25
278,03/19/2014,1872.25,1874.14,1850.35,1860.77
279,03/20/2014,1860.09,1873.49,1854.63,1872.01
280,03/21/2014,1874.53,1883.97,1863.46,1866.52
281,03/24/2014,1867.67,1873.34,1849.69,1857.44
282,03/25/2014,1859.48,1871.87,1855.96,1865.62
283,03/26/2014,1867.09,1875.92,1852.56,1852.56
284,03/27/2014,1852.11,1855.55,1842.11,1849.04
285,03/28/2014,1850.07,1866.63,1850.07,1857.62
286,03/31/2014,1859.16,1875.18,1859.16,1872.34
287,04/01/2014,1873.96,1885.84,1873.96,1885.52
288,04/02/2014,1886.61,1893.17,1883.79,1890.90
289,04/03/2014,1891.43,1893.80,1882.65,1888.77
290,04/04/2014,1890.25,1897.28,1863.26,1865.09
291,04/07/2014,1863.92,1864.04,1841.48,1845.04
292,04/08/2014,1845.48,1854.95,1837.49,1851.96
293,04/09/2014,1852.64,1872.43,1852.38,1872.18
294,04/10/2014,1872.28,1872.53,1830.87,1833.08
295,04/11/2014,1830.65,1835.07,1814.36,1815.69
296,04/14/2014,1818.18,1834.19,1815.80,1830.61
297,04/15/2014,1831.45,1844.02,1816.29,1842.98
298,04/16/2014,1846.01,1862.31,1846.01,1862.31
299,04/17/2014,1861.73,1869.63,1856.72,1864.85
300,04/21/2014,1865.79,1871.89,1863.18,1871.89
301,04/22/2014,1872.57,1884.89,1872.57,1879.55
302,04/23/2014,1879.32,1879.75,1873.91,1875.39
303,04/24/2014,1881.97,1884.06,1870.24,1878.61
304,04/25/2014,1877.72,1877.72,1859.70,1863.40
305,04/28/2014,1865.00,1877.01,1850.61,1869.43
306,04/29/2014,1870.78,1880.60,1870.78,1878.33
307,04/30/2014,1877.10,1885.20,1872.69,1883.95
308,05/01/2014,1884.39,1888.59,1878.04,1883.68
309,05/02/2014,1885.30,1891.33,1878.50,1881.14
310,05/05/2014,1879.45,1885.51,1866.77,1884.66
311,05/06/2014,1883.69,1883.69,1867.72,1867.72
312,05/07/2014,1868.53,1878.83,1859.79,1878.21
313,05/08/2014,1877.39,1889.07,1870.05,1875.63
314,05/09/2014,1875.27,1878.57,1867.02,1878.48
315,05/12/2014,1880.03,1897.13,1880.03,1896.65
316,05/13/2014,1896.75,1902.17,1896.06,1897.45
317,05/14/2014,1897.13,1897.13,1885.77,1888.53
318,05/15/2014,1888.16,1888.16,1862.36,1870.85
319,05/16/2014,1871.19,1878.28,1864.82,1877.86
320,05/19/2014,1876.66,1886.00,1872.42,1885.08
321,05/20/2014,1884.88,1884.88,1868.14,1872.83
322,05/21/2014,1873.34,1888.80,1873.34,1888.03
323,05/22/2014,1888.19,1896.33,1885.39,1892.49
324,05/23/2014,1893.32,1901.26,1893.32,1900.53
325,05/27/2014,1902.01,1912.28,1902.01,1911.91
326,05/28/2014,1911.77,1914.46,1907.30,1909.78
327,05/29/2014,1910.60,1920.03,1909.82,1920.03
328,05/30/2014,1920.33,1924.03,1916.64,1923.57
329,06/02/2014,1923.87,1925.88,1915.98,1924.97
330,06/03/2014,1923.07,1925.07,1918.79,1924.24
331,06/04/2014,1923.06,1928.63,1918.60,1927.88
332,06/05/2014,1928.52,1941.74,1922.93,1940.46
333,06/06/2014,1942.41,1949.44,1942.41,1949.44
334,06/09/2014,1948.97,1955.55,1947.16,1951.27
335,06/10/2014,1950.34,1950.86,1944.64,1950.79
336,06/11/2014,1949.37,1949.37,1940.08,1943.89
337,06/12/2014,1943.35,1943.35,1925.78,1930.11
338,06/13/2014,1930.80,1937.30,1927.69,1936.16
339,06/16/2014,1934.84,1941.15,1930.91,1937.78
340,06/17/2014,1937.15,1943.69,1933.55,1941.99
341,06/18/2014,1942.73,1957.74,1939.29,1956.98
342,06/19/2014,1957.50,1959.87,1952.26,1959.48
343,06/20/2014,1960.45,1963.91,1959.17,1962.87
344,06/23/2014,1962.92,1963.74,1958.89,1962.61
345,06/24/2014,1961.97,1968.17,1948.34,1949.98
346,06/25/2014,1949.27,1960.83,1947.49,1959.53
347,06/26/2014,1959.89,1959.89,1944.69,1957.22
348,06/27/2014,1956.56,1961.47,1952.18,1960.96
349,06/30/2014,1960.79,1964.24,1958.22,1960.23
350,07/01/2014,1962.29,1978.58,1962.29,1973.32
351,07/02/2014,1973.06,1976.67,1972.58,1974.62
352,07/03/2014,1975.88,1985.59,1975.88,1985.44
353,07/07/2014,1984.22,1984.22,1974.88,1977.65
354,07/08/2014,1976.39,1976.39,1959.46,1963.71
355,07/09/2014,1965.10,1974.15,1965.10,1972.83
356,07/10/2014,1966.67,1969.84,1952.86,1964.68
357,07/11/2014,1965.76,1968.67,1959.63,1967.57
358,07/14/2014,1969.86,1979.85,1969.86,1977.10
359,07/15/2014,1977.36,1982.52,1965.34,1973.28
360,07/16/2014,1976.35,1983.94,1975.67,1981.57
361,07/17/2014,1979.75,1981.80,1955.59,1958.12
362,07/18/2014,1961.54,1979.91,1960.82,1978.22
363,07/21/2014,1976.93,1976.93,1965.77,1973.63
364,07/22/2014,1975.65,1986.24,1975.65,1983.53
365,07/23/2014,1985.32,1989.23,1982.44,1987.01
366,07/24/2014,1988.07,1991.39,1985.79,1987.98
367,07/25/2014,1984.60,1984.60,1974.37,1978.34
368,07/28/2014,1978.25,1981.52,1967.31,1978.91
369,07/29/2014,1980.03,1984.85,1969.95,1969.95
370,07/30/2014,1973.21,1978.90,1962.42,1970.07
371,07/31/2014,1965.14,1965.14,1930.67,1930.67
372,08/01/2014,1929.80,1937.35,1916.37,1925.15
373,08/04/2014,1926.62,1942.92,1921.20,1938.99
374,08/05/2014,1936.34,1936.34,1913.77,1920.21
375,08/06/2014,1917.29,1927.91,1911.45,1920.24
376,08/07/2014,1923.03,1928.89,1904.78,1909.57
377,08/08/2014,1910.35,1932.38,1909.01,1931.59
378,08/11/2014,1933.43,1944.90,1933.43,1936.92
379,08/12/2014,1935.73,1939.65,1928.29,1933.75
380,08/13/2014,1935.60,1948.41,1935.60,1946.72
381,08/14/2014,1947.41,1955.23,1947.41,1955.18
382,08/15/2014,1958.87,1964.04,1941.50,1955.06
383,08/18/2014,1958.36,1971.99,1958.36,1971.74
384,08/19/2014,1972.73,1982.57,1972.73,1981.60
385,08/20/2014,1980.46,1988.57,1977.68,1986.51
386,08/21/2014,1986.82,1994.76,1986.82,1992.37
387,08/22/2014,1992.60,1993.54,1984.76,1988.40
388,08/25/2014,1991.74,2001.95,1991.74,1997.92
389,08/26/2014,1998.59,2005.04,1998.59,2000.02
390,08/27/2014,2000.54,2002.14,1996.20,2000.12
391,08/28/2014,1997.42,1998.55,1990.52,1996.74
392,08/29/2014,1998.45,2003.38,1994.65,2003.37
393,09/02/2014,2004.07,2006.12,1994.85,2002.28
394,09/03/2014,2003.57,2009.28,1998.14,2000.72
395,09/04/2014,2001.67,2011.17,1992.54,1997.65
396,09/05/2014,1998.00,2007.71,1990.10,2007.71
397,09/08/2014,2007.17,2007.17,1995.60,2001.54
398,09/09/2014,2000.73,2001.01,1984.61,1988.44
399,09/10/2014,1988.41,1996.66,1982.99,1995.69
400,09/11/2014,1992.85,1997.65,1985.93,1997.45
401,09/12/2014,1996.74,1996.74,1980.26,1985.54
402,09/15/2014,1986.04,1987.18,1978.48,1984.13
403,09/16/2014,1981.93,2002.28,1979.06,1998.98
404,09/17/2014,1999.30,2010.74,1993.29,2001.57
405,09/18/2014,2003.07,2012.34,2003.07,2011.36
406,09/19/2014,2012.74,2019.26,2006.59,2010.40
407,09/22/2014,2009.08,2009.08,1991.01,1994.29
408,09/23/2014,1992.78,1995.41,1982.77,1982.77
409,09/24/2014,1983.34,1999.79,1978.63,1998.30
410,09/25/2014,1997.32,1997.32,1965.99,1965.99
411,09/26/2014,1966.22,1986.37,1966.22,1982.85
412,09/29/2014,1978.96,1981.28,1964.04,1977.80
413,09/30/2014,1978.21,1985.17,1968.96,1972.29
414,10/01/2014,1971.44,1971.44,1941.72,1946.16
415,10/02/2014,1945.83,1952.32,1926.03,1946.17
416,10/03/2014,1948.12,1971.19,1948.12,1967.90
417,10/06/2014,1970.01,1977.84,1958.43,1964.82
418,10/07/2014,1962.36,1962.36,1934.87,1935.10
419,10/08/2014,1935.55,1970.36,1925.25,1968.89
420,10/09/2014,1967.68,1967.68,1927.56,1928.21
421,10/10/2014,1925.63,1936.98,1906.05,1906.13
422,10/13/2014,1905.65,1912.09,1874.14,1874.74
423,10/14/2014,1877.11,1898.71,1871.79,1877.70
424,10/15/2014,1874.18,1874.18,1820.66,1862.49
425,10/16/2014,1855.95,1876.01,1835.02,1862.76
426,10/17/2014,1864.91,1898.16,1864.91,1886.76
427,10/20/2014,1885.62,1905.03,1882.30,1904.01
428,10/21/2014,1909.38,1942.45,1909.38,1941.28
429,10/22/2014,1941.29,1949.31,1926.83,1927.11
430,10/23/2014,1931.02,1961.95,1931.02,1950.82
431,10/24/2014,1951.59,1965.27,1946.27,1964.58
432,10/27/2014,1962.97,1964.64,1951.37,1961.63
433,10/28/2014,1964.14,1985.05,1964.14,1985.05
434,10/29/2014,1983.29,1991.40,1969.04,1982.30
435,10/30/2014,1979.49,1999.40,1974.75,1994.65
436,10/31/2014,2001.20,2018.19,2001.20,2018.05
437,11/03/2014,2018.21,2024.46,2013.68,2017.81
438,11/04/2014,2015.81,2015.98,2001.01,2012.10
439,11/05/2014,2015.29,2023.77,2014.42,2023.57
440,11/06/2014,2023.33,2031.61,2015.86,2031.21
441,11/07/2014,2032.36,2034.26,2025.07,2031.92
442,11/10/2014,2032.01,2038.70,2030.17,2038.26
443,11/11/2014,2038.20,2041.28,2035.28,2039.68
444,11/12/2014,2037.75,2040.33,2031.95,2038.25
445,11/13/2014,2039.21,2046.18,2030.44,2039.33
446,11/14/2014,2039.74,2042.22,2035.20,2039.82
447,11/17/2014,2038.29,2043.07,2034.46,2041.32
448,11/18/2014,2041.48,2056.08,2041.48,2051.80
449,11/19/2014,2051.16,2052.14,2040.37,2048.72
450,11/20/2014,2045.87,2053.84,2040.49,2052.75
451,11/21/2014,2057.46,2071.46,2056.75,2063.50
452,11/24/2014,2065.07,2070.17,2065.07,2069.41
453,11/25/2014,2070.15,2074.21,2064.75,2067.03
454,11/26/2014,2067.36,2073.29,2066.62,2072.83
455,11/28/2014,2074.78,2075.76,2065.06,2067.56
456,12/01/2014,2065.78,2065.78,2049.57,2053.44
457,12/02/2014,2053.77,2068.77,2053.77,2066.55
458,12/03/2014,2067.45,2076.28,2066.65,2074.33
459,12/04/2014,2073.64,2077.34,2062.34,2071.92
460,12/05/2014,2072.78,2079.47,2070.81,2075.37
461,12/08/2014,2074.84,2075.78,2054.27,2060.31
462,12/09/2014,2056.55,2060.60,2034.17,2059.82
463,12/10/2014,2058.86,2058.86,2024.26,2026.14
464,12/11/2014,2027.92,2055.53,2027.92,2035.33
465,12/12/2014,2030.36,2032.25,2002.33,2002.33
466,12/15/2014,2005.03,2018.69,1982.26,1989.63
467,12/16/2014,1986.71,2016.89,1972.56,1972.74
468,12/17/2014,1973.77,2016.75,1973.77,2012.89
469,12/18/2014,2018.98,2061.23,2018.98,2061.23
470,12/19/2014,2061.04,2077.85,2061.03,2070.65
471,12/22/2014,2069.28,2078.76,2069.28,2078.54
472,12/23/2014,2081.48,2086.73,2079.77,2082.17
473,12/24/2014,2083.25,2087.56,2081.86,2081.88
474,12/26/2014,2084.30,2092.70,2084.30,2088.77
475,12/29/2014,2087.63,2093.55,2085.75,2090.57
476,12/30/2014,2088.49,2088.49,2079.53,2080.35
477,12/31/2014,2082.11,2085.58,2057.94,2058.90
478,01/02/2015,2058.90,2072.36,2046.04,2058.20
479,01/05/2015,2054.44,2054.44,2017.34,2020.58
480,01/06/2015,2022.15,2030.25,1992.44,2002.61
481,01/07/2015,2005.55,2029.61,2005.55,2025.90
482,01/08/2015,2030.61,2064.08,2030.61,2062.14
483,01/09/2015,2063.45,2064.43,2038.33,2044.81
484,01/12/2015,2046.13,2049.30,2022.58,2028.26
485,01/13/2015,2031.58,2056.93,2008.25,2023.03
486,01/14/2015,2018.40,2018.40,1988.44,2011.27
487,01/15/2015,2013.75,2021.35,1991.47,1992.67
488,01/16/2015,1992.25,2020.46,1988.12,2019.42
489,01/20/2015,2020.76,2028.94,2004.49,2022.55
490,01/21/2015,2020.19,2038.29,2012.04,2032.12
491,01/22/2015,2034.30,2064.62,2026.38,2063.15
492,01/23/2015,2062.98,2062.98,2050.54,2051.82
493,01/26/2015,2050.42,2057.62,2040.97,2057.09
494,01/27/2015,2047.86,2047.86,2019.91,2029.55
495,01/28/2015,2032.34,2042.49,2001.49,2002.16
496,01/29/2015,2002.45,2024.64,1989.18,2021.25
497,01/30/2015,2019.35,2023.32,1993.38,1994.99
498,02/02/2015,1996.67,2021.66,1980.90,2020.85
499,02/03/2015,2022.71,2050.30,2022.71,2050.03
500,02/04/2015,2048.86,2054.74,2036.72,2041.51
501,02/05/2015,2043.45,2063.55,2043.45,2062.52
502,02/06/2015,2062.28,2072.40,2049.97,2055.47
503,02/09/2015,2053.47,2056.16,2041.88,2046.74
504,02/10/2015,2049.38,2070.86,2048.62,2068.59
505,02/11/2015,2068.55,2073.48,2057.99,2068.53
506,02/12/2015,2069.98,2088.53,2069.98,2088.48
507,02/13/2015,2088.78,2097.03,2086.70,2096.99
508,02/17/2015,2096.47,2101.30,2089.80,2100.34
509,02/18/2015,2099.16,2100.23,2092.15,2099.68
510,02/19/2015,2099.25,2102.13,2090.79,2097.45
511,02/20/2015,2097.65,2110.61,2085.44,2110.30
512,02/23/2015,2109.83,2110.05,2103.00,2109.66
513,02/24/2015,2109.10,2117.94,2105.87,2115.48
514,02/25/2015,2115.30,2119.59,2109.89,2113.86
515,02/26/2015,2113.91,2113.91,2103.76,2110.74
516,02/27/2015,2110.88,2112.74,2103.75,2104.50
517,03/02/2015,2105.23,2117.52,2104.50,2117.39
518,03/03/2015,2115.76,2115.76,2098.26,2107.78
519,03/04/2015,2107.72,2107.72,2087.62,2098.53
520,03/05/2015,2098.54,2104.25,2095.22,2101.04
521,03/06/2015,2100.91,2100.91,2067.27,2071.26
522,03/09/2015,2072.25,2083.49,2072.21,2079.43
523,03/10/2015,2076.14,2076.14,2044.16,2044.16
524,03/11/2015,2044.69,2050.08,2039.69,2040.24
525,03/12/2015,2041.10,2066.41,2041.10,2065.95
526,03/13/2015,2064.56,2064.56,2041.17,2053.40
527,03/16/2015,2055.35,2081.41,2055.35,2081.19
528,03/17/2015,2080.59,2080.59,2065.08,2074.28
529,03/18/2015,2072.84,2106.85,2061.23,2099.50
530,03/19/2015,2098.69,2098.69,2085.56,2089.27
531,03/20/2015,2090.32,2113.92,2090.32,2108.10
532,03/23/2015,2107.99,2114.86,2104.42,2104.42
533,03/24/2015,2103.94,2107.63,2091.50,2091.50
534,03/25/2015,2093.10,2097.43,2061.05,2061.05
535,03/26/2015,2059.94,2067.15,2045.50,2056.15
536,03/27/2015,2055.78,2062.83,2052.96,2061.02
537,03/30/2015,2064.11,2088.97,2064.11,2086.24
538,03/31/2015,2084.05,2084.05,2067.04,2067.89
539,04/01/2015,2067.63,2067.63,2048.38,2059.69
540,04/02/2015,2060.03,2072.17,2057.32,2066.96
541,04/06/2015,2064.87,2086.99,2056.52,2080.62
542,04/07/2015,2080.79,2089.81,2076.10,2076.33
543,04/08/2015,2076.94,2086.69,2073.30,2081.90
544,04/09/2015,2081.29,2093.31,2074.29,2091.18
545,04/10/2015,2091.51,2102.61,2091.51,2102.06
546,04/13/2015,2102.03,2107.65,2092.33,2092.43
547,04/14/2015,2092.28,2098.62,2083.24,2095.84
548,04/15/2015,2097.82,2111.91,2097.82,2106.63
549,04/16/2015,2105.96,2111.30,2100.02,2104.99
550,04/17/2015,2102.58,2102.58,2072.37,2081.18
551,04/20/2015,2084.11,2103.94,2084.11,2100.40
552,04/21/2015,2102.82,2109.64,2094.38,2097.29
553,04/22/2015,2098.27,2109.98,2091.05,2107.96
554,04/23/2015,2107.21,2120.49,2103.19,2112.93
555,04/24/2015,2112.80,2120.92,2112.80,2117.69
556,04/27/2015,2119.29,2125.92,2107.04,2108.92
557,04/28/2015,2108.35,2116.09,2094.89,2114.76
558,04/29/2015,2112.49,2113.65,2097.41,2106.85
559,04/30/2015,2105.52,2105.52,2077.59,2085.51
560,05/01/2015,2087.38,2108.41,2087.38,2108.29
561,05/04/2015,2110.23,2120.95,2110.23,2114.49
562,05/05/2015,2112.63,2115.24,2088.46,2089.46
563,05/06/2015,2091.26,2098.42,2067.93,2080.15
564,05/07/2015,2079.96,2092.90,2074.99,2088.00
565,05/08/2015,2092.13,2117.66,2092.13,2116.10
566,05/11/2015,2115.56,2117.69,2104.58,2105.33
567,05/12/2015,2102.87,2105.06,2085.57,2099.12
568,05/13/2015,2099.62,2110.19,2096.04,2098.48
569,05/14/2015,2100.43,2121.45,2100.43,2121.10
570,05/15/2015,2122.07,2123.89,2116.79,2122.73
571,05/18/2015,2121.30,2131.78,2120.01,2129.20
572,05/19/2015,2129.45,2133.02,2124.50,2127.83
573,05/20/2015,2127.79,2134.72,2122.59,2125.85
574,05/21/2015,2125.55,2134.28,2122.95,2130.82
575,05/22/2015,2130.36,2132.15,2126.06,2126.06
576,05/26/2015,2125.34,2125.34,2099.18,2104.20
577,05/27/2015,2105.13,2126.22,2105.13,2123.48
578,05/28/2015,2122.27,2122.27,2112.86,2120.79
579,05/29/2015,2120.66,2120.66,2104.89,2107.39
580,06/01/2015,2108.64,2119.15,2102.54,2111.73
581,06/02/2015,2110.41,2117.59,2099.14,2109.60
582,06/03/2015,2110.64,2121.92,2109.61,2114.07
583,06/04/2015,2112.35,2112.89,2093.23,2095.84
584,06/05/2015,2095.09,2100.99,2085.67,2092.83
585,06/08/2015,2092.34,2093.01,2079.11,2079.28
586,06/09/2015,2079.07,2085.62,2072.14,2080.15
587,06/10/2015,2081.12,2108.50,2081.12,2105.20
588,06/11/2015,2106.24,2115.02,2106.24,2108.86
589,06/12/2015,2107.43,2107.43,2091.33,2094.11
590,06/15/2015,2091.34,2091.34,2072.49,2084.43
591,06/16/2015,2084.26,2097.40,2082.10,2096.29
592,06/17/2015,2097.40,2106.79,2088.86,2100.44
593,06/18/2015,2101.58,2126.65,2101.58,2121.24
594,06/19/2015,2121.06,2121.64,2109.45,2109.99
595,06/22/2015,2112.50,2129.87,2112.50,2122.85
596,06/23/2015,2123.16,2128.03,2119.89,2124.20
597,06/24/2015,2123.65,2125.10,2108.58,2108.58
598,06/25/2015,2109.96,2116.04,2101.78,2102.31
599,06/26/2015,2102.62,2108.92,2095.38,2101.49
600,06/29/2015,2098.63,2098.63,2056.64,2057.64
601,06/30/2015,2061.19,2074.28,2056.32,2063.11
602,07/01/2015,2067.00,2082.78,2067.00,2077.42
603,07/02/2015,2078.03,2085.06,2071.02,2076.78
604,07/06/2015,2073.95,2078.61,2058.40,2068.76
605,07/07/2015,2069.52,2083.74,2044.02,2081.34
606,07/08/2015,2077.66,2077.66,2044.66,2046.68
607,07/09/2015,2049.73,2074.28,2049.73,2051.31
608,07/10/2015,2052.74,2081.31,2052.74,2076.62
609,07/13/2015,2080.03,2100.67,2080.03,2099.60
610,07/14/2015,2099.72,2111.98,2098.18,2108.95
611,07/15/2015,2109.01,2114.14,2102.49,2107.40
612,07/16/2015,2110.55,2124.42,2110.55,2124.29
613,07/17/2015,2126.80,2128.91,2119.88,2126.64
614,07/20/2015,2126.85,2132.82,2123.65,2128.28
615,07/21/2015,2127.55,2128.49,2115.40,2119.21
616,07/22/2015,2118.21,2118.51,2110.00,2114.15
617,07/23/2015,2114.16,2116.87,2098.63,2102.15
618,07/24/2015,2102.24,2106.01,2077.09,2079.65
619,07/27/2015,2078.19,2078.19,2063.52,2067.64
620,07/28/2015,2070.75,2095.60,2069.09,2093.25
621,07/29/2015,2094.70,2110.60,2094.08,2108.57
622,07/30/2015,2106.78,2110.48,2094.97,2108.63
623,07/31/2015,2111.60,2114.24,2102.07,2103.84
624,08/03/2015,2104.49,2105.70,2087.31,2098.04
625,08/04/2015,2097.68,2102.51,2088.60,2093.32
626,08/05/2015,2095.27,2112.66,2095.27,2099.84
627,08/06/2015,2100.75,2103.32,2075.53,2083.56
628,08/07/2015,2082.61,2082.61,2067.91,2077.57
629,08/10/2015,2080.98,2105.35,2080.98,2104.18
630,08/11/2015,2102.66,2102.66,2076.49,2084.07
631,08/12/2015,2081.10,2089.06,2052.09,2086.05
632,08/13/2015,2086.19,2092.93,2078.26,2083.39
633,08/14/2015,2083.15,2092.45,2080.61,2091.54
634,08/17/2015,2089.70,2102.87,2079.30,2102.44
635,08/18/2015,2101.99,2103.47,2094.14,2096.92
636,08/19/2015,2095.69,2096.17,2070.53,2079.61
637,08/20/2015,2076.61,2076.61,2035.73,2035.73
638,08/21/2015,2034.08,2034.08,1970.89,1970.89
639,08/24/2015,1965.15,1965.15,1867.01,1893.21
640,08/25/2015,1898.08,1948.04,1867.08,1867.61
641,08/26/2015,1872.75,1943.09,1872.75,1940.51
642,08/27/2015,1942.77,1989.60,1942.77,1987.66
643,08/28/2015,1986.06,1993.48,1975.19,1988.87
644,08/31/2015,1986.73,1986.73,1965.98,1972.18
645,09/01/2015,1970.09,1970.09,1903.07,1913.85
646,09/02/2015,1916.52,1948.91,1916.52,1948.86
647,09/03/2015,1950.79,1975.01,1944.72,1951.13
648,09/04/2015,1947.76,1947.76,1911.21,1921.22
