iShares Core S&P 500 ETF
Fund Holdings as of,"Nov 07, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"813,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","489,825,940.20","0.14","489,825,940.20","5,795,385.00","84.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","487,478,044.46","0.14","487,478,044.46","2,219,138.00","219.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","478,723,834.26","0.13","478,723,834.26","536,193.00","892.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","474,443,368.10","0.13","474,443,368.10","13,929,635.00","34.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","473,423,892.00","0.13","473,423,892.00","2,434,056.00","194.50","United States","NASDAQ","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","471,663,326.00","0.13","471,663,326.00","5,552,900.00","84.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","467,661,300.70","0.13","467,661,300.70","176,446.00","2,650.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","467,378,380.26","0.13","467,378,380.26","3,869,667.00","120.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","465,416,737.20","0.13","465,416,737.20","2,504,934.00","185.80","United States","NASDAQ","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","464,779,060.24","0.13","464,779,060.24","1,123,496.00","413.69","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","455,870,615.33","0.13","455,870,615.33","1,955,603.00","233.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","442,248,906.12","0.12","442,248,906.12","840,362.00","526.26","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","439,197,173.58","0.12","439,197,173.58","5,079,773.00","86.46","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","436,573,086.60","0.12","436,573,086.60","6,114,469.00","71.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","436,470,524.40","0.12","436,470,524.40","6,917,124.00","63.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","431,680,196.85","0.12","431,680,196.85","5,040,049.00","85.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","428,870,154.00","0.12","428,870,154.00","2,464,771.00","174.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","428,780,887.20","0.12","428,780,887.20","2,205,663.00","194.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","426,331,758.37","0.12","426,331,758.37","2,076,527.00","205.31","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","425,348,259.80","0.12","425,348,259.80","5,252,510.00","80.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","422,212,851.50","0.12","422,212,851.50","3,431,230.00","123.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","417,218,642.50","0.12","417,218,642.50","11,819,225.00","35.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","410,599,382.55","0.11","410,599,382.55","8,138,739.00","50.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","410,215,281.84","0.11","410,215,281.84","11,189,724.00","36.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","408,417,809.94","0.11","408,417,809.94","988,953.00","412.98","United States","NASDAQ","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","407,644,943.96","0.11","407,644,943.96","3,309,881.00","123.16","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","406,887,521.36","0.11","406,887,521.36","4,213,831.00","96.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","404,537,958.54","0.11","404,537,958.54","7,226,473.00","55.98","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","401,598,095.80","0.11","401,598,095.80","2,540,956.00","158.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","398,313,761.59","0.11","398,313,761.59","5,288,989.00","75.31","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","395,663,888.52","0.11","395,663,888.52","3,285,972.00","120.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","394,990,114.68","0.11","394,990,114.68","12,942,009.00","30.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","394,687,775.20","0.11","394,687,775.20","5,005,552.00","78.85","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","392,978,605.64","0.11","392,978,605.64","5,906,788.00","66.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","392,845,391.73","0.11","392,845,391.73","8,442,841.00","46.53","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","389,198,983.04","0.11","389,198,983.04","3,706,304.00","105.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","388,478,582.28","0.11","388,478,582.28","38,198,484.00","10.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","388,105,607.40","0.11","388,105,607.40","6,446,937.00","60.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","384,283,534.82","0.11","384,283,534.82","9,669,943.00","39.74","United States","NASDAQ","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","383,836,188.60","0.11","383,836,188.60","2,685,108.00","142.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","382,133,774.10","0.11","382,133,774.10","768,417.00","497.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY LTD","Information Technology","Equity","381,406,511.04","0.11","381,406,511.04","3,050,276.00","125.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","381,266,026.26","0.11","381,266,026.26","1,537,487.00","247.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","380,088,014.88","0.11","380,088,014.88","1,567,244.00","242.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","379,807,465.95","0.11","379,807,465.95","13,368,795.00","28.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","378,154,144.33","0.11","378,154,144.33","2,224,567.00","169.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","377,490,095.50","0.11","377,490,095.50","5,261,186.00","71.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","376,428,853.80","0.11","376,428,853.80","2,941,310.00","127.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","375,619,980.46","0.11","375,619,980.46","5,208,986.00","72.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","374,561,145.36","0.10","374,561,145.36","3,124,728.00","119.87","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","370,580,350.24","0.10","370,580,350.24","8,130,328.00","45.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","370,146,491.40","0.10","370,146,491.40","5,685,814.00","65.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","368,576,511.35","0.10","368,576,511.35","6,137,827.00","60.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","366,354,528.68","0.10","366,354,528.68","3,179,057.00","115.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","366,015,211.10","0.10","366,015,211.10","5,657,113.00","64.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","365,967,783.84","0.10","365,967,783.84","2,416,586.00","151.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","358,734,176.28","0.10","358,734,176.28","3,768,612.00","95.19","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","358,467,389.28","0.10","358,467,389.28","2,958,384.00","121.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","355,986,937.84","0.10","355,986,937.84","1,779,223.00","200.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","350,839,844.85","0.10","350,839,844.85","3,117,745.00","112.53","United States","NASDAQ","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","349,163,649.90","0.10","349,163,649.90","6,886,857.00","50.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","345,589,234.65","0.10","345,589,234.65","1,407,065.00","245.61","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","345,025,830.96","0.10","345,025,830.96","870,486.00","396.36","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","341,630,593.20","0.10","341,630,593.20","2,722,590.00","125.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","340,795,564.78","0.10","340,795,564.78","806,674.00","422.47","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","339,845,573.76","0.10","339,845,573.76","6,896,217.00","49.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","338,515,906.12","0.09","338,515,906.12","20,319,082.00","16.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","337,412,262.46","0.09","337,412,262.46","7,566,994.00","44.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","336,593,879.08","0.09","336,593,879.08","6,610,249.00","50.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","336,099,879.24","0.09","336,099,879.24","1,837,716.00","182.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","334,278,312.26","0.09","334,278,312.26","432,482.00","772.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","332,168,936.34","0.09","332,168,936.34","9,810,069.00","33.86","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","331,984,777.95","0.09","331,984,777.95","997,101.00","332.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","331,568,806.08","0.09","331,568,806.08","4,907,768.00","67.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","331,519,203.66","0.09","331,519,203.66","6,831,222.00","48.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","331,324,979.70","0.09","331,324,979.70","8,730,566.00","37.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","329,534,909.46","0.09","329,534,909.46","2,541,531.00","129.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","328,619,043.27","0.09","328,619,043.27","1,409,233.00","233.19","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","328,416,814.50","0.09","328,416,814.50","2,241,753.00","146.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","328,204,998.80","0.09","328,204,998.80","16,745,153.00","19.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","327,637,607.96","0.09","327,637,607.96","5,551,298.00","59.02","United States","NASDAQ","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","322,739,111.99","0.09","322,739,111.99","4,907,087.00","65.77","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","320,621,491.25","0.09","320,621,491.25","5,358,875.00","59.83","United States","NASDAQ","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","319,945,418.04","0.09","319,945,418.04","3,527,124.00","90.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","319,538,384.97","0.09","319,538,384.97","4,000,731.00","79.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","317,575,167.21","0.09","317,575,167.21","1,619,703.00","196.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","317,241,841.12","0.09","317,241,841.12","2,869,928.00","110.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","313,631,305.04","0.09","313,631,305.04","6,333,427.00","49.52","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","311,720,209.90","0.09","311,720,209.90","18,835,058.00","16.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","310,749,144.69","0.09","310,749,144.69","2,395,353.00","129.73","United States","NASDAQ","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","309,489,422.06","0.09","309,489,422.06","1,997,866.00","154.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","309,495,263.22","0.09","309,495,263.22","3,623,642.00","85.41","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","309,236,692.50","0.09","309,236,692.50","3,967,625.00","77.94","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","305,226,609.03","0.09","305,226,609.03","4,460,421.00","68.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","304,737,982.65","0.09","304,737,982.65","765,885.00","397.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","303,020,598.00","0.08","303,020,598.00","9,774,858.00","31.00","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","302,265,053.76","0.08","302,265,053.76","1,376,184.00","219.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","302,129,020.90","0.08","302,129,020.90","4,849,583.00","62.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","299,887,388.08","0.08","299,887,388.08","3,351,446.00","89.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEN","LENNAR A CORP","Consumer Discretionary","Equity","295,450,257.82","0.08","295,450,257.82","2,453,702.00","120.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","294,156,894.50","0.08","294,156,894.50","5,756,495.00","51.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","292,457,142.58","0.08","292,457,142.58","2,288,218.00","127.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","292,186,346.12","0.08","292,186,346.12","663,517.00","440.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","289,424,316.48","0.08","289,424,316.48","6,415,968.00","45.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","286,865,162.40","0.08","286,865,162.40","1,116,120.00","257.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","283,098,288.75","0.08","283,098,288.75","9,846,897.00","28.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","281,939,760.90","0.08","281,939,760.90","6,225,210.00","45.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","280,078,305.20","0.08","280,078,305.20","4,192,789.00","66.80","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","277,373,136.60","0.08","277,373,136.60","2,526,167.00","109.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","275,901,435.96","0.08","275,901,435.96","1,737,524.00","158.79","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","272,975,690.52","0.08","272,975,690.52","1,455,948.00","187.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","270,912,096.00","0.08","270,912,096.00","1,302,462.00","208.00","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","268,700,581.80","0.08","268,700,581.80","3,800,574.00","70.70","United States","NASDAQ","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","267,490,497.15","0.07","267,490,497.15","1,290,915.00","207.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","266,830,155.52","0.07","266,830,155.52","600,536.00","444.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","260,273,724.51","0.07","260,273,724.51","2,252,867.00","115.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","259,250,199.52","0.07","259,250,199.52","3,929,224.00","65.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","257,813,925.34","0.07","257,813,925.34","2,131,222.00","120.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","256,691,737.29","0.07","256,691,737.29","7,757,381.00","33.09","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","254,801,812.00","0.07","254,801,812.00","2,473,804.00","103.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","251,469,711.75","0.07","251,469,711.75","3,064,835.00","82.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","250,206,901.02","0.07","250,206,901.02","21,550,982.00","11.61","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","239,948,205.26","0.07","239,948,205.26","1,891,441.00","126.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","237,718,682.24","0.07","237,718,682.24","1,005,238.00","236.48","United States","NASDAQ","USD","1.00","USD","-"
"ANSS","ANSYS INC","Information Technology","Equity","237,652,648.40","0.07","237,652,648.40","843,338.00","281.80","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","237,109,908.00","0.07","237,109,908.00","717,645.00","330.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","236,988,748.78","0.07","236,988,748.78","3,217,333.00","73.66","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","236,648,839.37","0.07","236,648,839.37","2,034,289.00","116.33","United States","NASDAQ","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","236,563,597.76","0.07","236,563,597.76","3,724,238.00","63.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","232,908,565.64","0.07","232,908,565.64","1,410,883.00","165.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","231,368,281.02","0.06","231,368,281.02","1,053,158.00","219.69","United States","NASDAQ","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","230,987,152.26","0.06","230,987,152.26","1,379,934.00","167.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","230,402,230.74","0.06","230,402,230.74","8,430,378.00","27.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","228,607,439.76","0.06","228,607,439.76","464,121.00","492.56","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","226,731,790.50","0.06","226,731,790.50","2,488,550.00","91.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","226,677,088.80","0.06","226,677,088.80","241,557.00","938.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","226,446,154.65","0.06","226,446,154.65","2,340,045.00","96.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","223,742,143.68","0.06","223,742,143.68","3,010,524.00","74.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","222,188,014.72","0.06","222,188,014.72","3,420,382.00","64.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","221,419,878.64","0.06","221,419,878.64","212,438.00","1,042.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","220,063,376.00","0.06","220,063,376.00","2,052,830.00","107.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","219,462,286.08","0.06","219,462,286.08","2,971,328.00","73.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","219,105,133.44","0.06","219,105,133.44","1,192,344.00","183.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","216,659,284.94","0.06","216,659,284.94","1,732,997.00","125.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","216,130,270.64","0.06","216,130,270.64","7,100,206.00","30.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","215,084,085.48","0.06","215,084,085.48","2,030,436.00","105.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","214,526,803.04","0.06","214,526,803.04","1,427,704.00","150.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","212,880,538.08","0.06","212,880,538.08","2,290,023.00","92.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","212,080,859.91","0.06","212,080,859.91","2,390,721.00","88.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","210,802,018.86","0.06","210,802,018.86","5,170,518.00","40.77","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","210,585,154.29","0.06","210,585,154.29","1,057,234.00","199.19","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","209,255,056.08","0.06","209,255,056.08","1,534,578.00","136.36","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","209,186,112.34","0.06","209,186,112.34","958,558.00","218.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","209,056,814.56","0.06","209,056,814.56","6,251,699.00","33.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","208,084,011.84","0.06","208,084,011.84","2,748,072.00","75.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
